TCGA-VQ-A94P TCGA-VQ-A94P TCGA-VQ-A94P
11.0644 0.8408 0.47135
10.8117 0.4305 0.80905
1.7814 0.7132 0.5054
3.0014 0.42835 0.3373
0.0 0.8438 0.8291
6.1327 0.5802 0.7185
11.4946 0.36565 0.8482
8.4557 0.6436 0.6056
6.2119 0.6186 0.7408
2.1215 0.6128 0.5758
5.5066 0.3643 0.6218
5.0835 0.586 0.52805
8.7078 0.16975 0.0487
6.6875 0.49735 0.4633
6.0555 0.46215 0.51555
7.4956 0.5225 0.5516
2.7632 0.5622 0.6994
1.4999 0.30715 0.4925
5.0573 0.5895 0.5035
0.6865 0.45305 0.6365
4.5575 0.5376 0.4047
7.5692 0.5895 0.38845
0.0 0.5974 0.5226
6.2237 0.5766 0.5378
1.9039 0.63365 0.4357
2.3106 0.45695 0.4221
2.2192 0.64715 0.5233
4.6124 0.26175 0.2912
5.7141 0.66835 0.6248
7.3113 0.61295 0.5555
7.5599 0.43435 0.5455
12.0051 0.5055 0.5474
0.9367 0.38795 0.32
3.0014 0.5755 0.54055
15.4176 0.38745 0.4901
4.021 0.62325 0.9745
5.0835 0.8464 0.6769
8.7141 0.3266 0.2433
11.7595 0.36395 0.6998
13.9357 0.6034 0.9453
0.9367 0.44995 0.7349
1.7814 0.873 0.3698
6.4467 0.516 0.5546
9.0898 0.4195 0.8393
1.4999 0.4507 0.8626
1.7025 0.7322 0.9306
10.7321 0.02265 0.5262
8.0104 0.6971 0.8291
1.3354 0.498 0.7733
5.4879 0.0604 0.4677
7.3683 0.4144 0.9
14.5415 0.6726 0.3449
6.1698 0.5375 0.5141
7.8803 0.6996 0.6401
9.3896 0.5108 0.63085
9.1857 0.3975 0.38445
1.1498 0.58385 0.7472
0 0.4753 0.7266
0.0 0.4395 0.4808
5.517 0.5863 0.7307
0.0 0.6689 0.3422
0.3837 0.8778 0.3788
10.3234 0.414 0.5392
1.3354 0.531 0.4259
11.5298 0.72855 0.4934
11.7439 0.3545 0.4774
2.8872 0.47515 0.6658
6.5397 0.5173 0.6194
3.5812 0.3014 0.3919
5.2429 0.5855 0.7616
2.5717 0.4697 0.5536
10.9248 0.0383 0.4736
2.0168 0.5736 0.55625
6.3797 0.4187 0.4552
5.9598 0.6654 0.6234
10.0864 0.4765 0.7598
2.3106 0.5692 0.2831
8.2858 0.5383 0.6056
0.9367 0.4152 0.85525
1.4999 0.5815 0.5634
1.1498 0.4159 0.3856
5.6629 0.3381 0.4389
8.905 0.6022 0.7652
0.0 0.8127 0.85395
8.1807 0.40905 0.63055
2.0168 0.5578 0.5889
10.18 0.0549 0.0741
8.3825 0.57 0.6067
6.9518 0.54475 0.7149
0.0 0.5771 0.61335
6.194 0.307 0.7172
5.5642 0.3494 0.8418
0.0 0.57895 0.705
12.604 0.536 0.5448
0.0 0.62645 0.5696
5.0035 0.7307 0.4247
10.8551 0.4996 0.6333
8.3586 0.22855 0.2677
8.8336 0.237 0.34825
7.8251 0.54565 0.7171
9.8459 0.5543 0.6009
7.3973 0.5459 0.4813
1.4999 0.8662 0.48405
2.8872 0.32575 0.5124
8.0172 0.0502 0.80445
3.4666 0.5602 0.3563
9.1903 0.4325 0.5141
2.3966 0.5983 0.68705
4.9898 0.274 0.7883
8.433 0.34355 0.047
4.9759 0.7182 0.52985
8.2588 0.5705 0.5328
2.3966 0.1741 0.5961
7.897 0.5708 0.61755
6.5108 0.5877 0.3165
6.3368 0.3696 0.2224
7.3603 0.4425 0.0716
3.0553 0.5866 0.5495
6.9764 0.55015 0.6701
2.8872 0.6187 0.6938
4.6826 0.5969 0.5254
7.9043 0.30035 0.9191
6.8257 0.6391 0.8058
11.6632 0.6764 0.7828
5.1344 0.6084 0.4797
TCGA-BR-8485 TCGA-BR-8485 TCGA-BR-8485
6.0398 0.0803 0.4863
12.0274 0.39895 0.7684
7.5127 0.3756 0.38105
4.0357 0.1244 0.5034
7.3056 0.0604 0.81745
15.0357 0.4371 0.5924
3.2475 0.3239 0.4985
0.0 0.0545 0.0696
10.3466 0.5559 0.8699
9.4433 0.78455 0.8837
2.0657 0.5387 0.50675
0.6146 0.0407 0.29135
6.5123 0.29445 0.56095
12.3556 0.5087 0.3168
9.9118 0.1429 0.6484
1.3747 0.7243 0.9407
5.931 0.4117 0.5622
1.0441 0.08525 0.3217
7.4959 0.51335 0.34495
10.1816 0.5859 0.64545
10.1182 0.4364 0.53695
5.528 0.0208 0.4044
3.4004 0.4441 0.557
12.1081 0.3412 0.5794
5.7577 0.0406 0.46005
6.7155 0.02865 0.61955
7.2861 0.1937 0.64895
11.778 0.6864 0.70015
3.5387 0.0425 0.50915
3.2595 0.0479 0.46615
8.9293 0.5043 0.6062
7.9875 0.17145 0.8875
12.809 0.4773 0.8897
10.8797 0.5796 0.3752
5.8928 0.0655 0.7071
0.0 0.6236 0.15275
0.0 0.6147 0.1385
3.4004 0.0677 0.6232
5.0149 0.1247 0.17215
9.0042 0.3019 0.7272
11.0862 0.39825 0.6981
9.5727 0.3631 0.7486
0.0 0.7722 0.7422
11.8119 0.737 0.8178
7.8448 0.6493 0.5518
16.0802 0.8903 0.797
8.7125 0.61015 0.6443
6.8073 0.042 0.56165
7.2259 0.0656 0.0837
7.6714 0.0584 0.50755
10.8435 0.3719 0.6545
2.6578 0.11855 0.0246
7.0919 0.70275 0.68345
8.8779 0.3675 0.8882
9.8003 0.69615 0.9232
2.3919 0.5168 0.6917
7.5582 0.54715 0.7347
9.7316 0.4767 0.6372
0.0 0.4475 0.2631
2.3919 0.0814 0.0889
9.2987 0.0593 0.5756
5.4773 0.1077 0.4448
5.5769 0.30015 0.68775
8.855 0.0708 0.1128
6.8806 0.2559 0.1534
12.6849 0.3917 0.7157
11.7402 0.4031 0.6756
5.6851 0.829 0.4688
12.5186 0.4458 0.2767
5.2545 0.3745 0.58455
7.8679 0.07165 0.5241
5.8536 0.5499 0.76875
8.4855 0.28995 0.3493
16.4534 0.4886 0.7761
8.4574 0.0333 0.6652
0.6146 0.74985 0.505
11.3452 0.24875 0.7726
9.0655 0.1665 0.8151
11.7622 0.3632 0.3324
1.0441 0.7063 0.0237
6.0163 0.05545 0.54315
4.2114 0.07525 0.1735
6.6785 0.33735 0.56995
8.7785 0.46495 0.708
11.6747 0.5615 0.7377
10.0699 0.6443 0.3803
6.5779 0.823 0.56795
4.2522 0.227 0.4356
7.5903 0.10655 0.2538
9.6671 0.4853 0.7887
6.3897 0.1685 0.2591
9.5391 0.4046 0.7614
10.3223 0.3918 0.6696
7.8972 0.6488 0.7806
7.3718 0.06745 0.0836
7.9601 0.4887 0.7447
5.7291 0.308 0.6623
7.7974 0.5762 0.5136
9.5442 0.43325 0.3893
7.78 0.0458 0.18635
8.4855 0.0571 0.6335
4.0817 0.6455 0.747
12.2594 0.0613 0.5177
10.0095 0.2834 0.08
8.0321 0.04985 0.4448
6.6934 0.7053 0.6208
7.1738 0.15785 0.3576
0.0 0.0532 0.12895
7.4788 0.1653 0.45
3.7241 0.02395 0.3451
3.4712 0.1939 0.6133
10.5813 0.45935 0.7121
9.5411 0.07945 0.0623
9.0868 0.48565 0.6227
9.6347 0.0366 0.4069
7.9446 0.25305 0.3937
11.2036 0.4852 0.4948
0.0 0.3122 0.2037
0.6146 0.6104 0.54285
13.425 0.393 0.7886
2.6578 0.4387 0.5829
7.3718 0.0536 0.8002
5.8668 0.1729 0.04325
10.9688 0.54815 0.5111
13.7888 0.6786 0.9427
9.0755 0.47685 0.8347
4.7842 0.8197 0.0724
9.9945 0.0453 0.7967
12.507 0.76785 0.9014
8.4041 0.508 0.8417
10.5838 0.616 0.8456
10.1644 0.03035 0.3679
7.5253 0.4325 0.8017
5.4773 0.5623 0.722
10.3809 0.0323 0.4235
10.7999 0.3538 0.8861
11.7476 0.7804 0.5488
7.4352 0.2632 0.3317
10.5189 0.7478 0.7157
9.4521 0.1071 0.7063
9.6802 0.344 0.52735
3.5387 0.05625 0.4983
0 0.2801 0.2361
0.0 0.3357 0.3599
11.641 0.48845 0.5144
0.0 0.2662 0.0884
1.3747 0.9295 0.4564
10.273 0.0335 0.5286
5.3327 0.5894 0.4751
10.5737 0.70015 0.4699
9.4553 0.4128 0.545
1.0441 0.34445 0.4056
7.7555 0.0258 0.5526
1.3747 0.117 0.1837
7.6101 0.4878 0.64
2.7114 0.0446 0.1576
11.9141 0.0505 0.2628
8.5625 0.0463 0.51365
3.8356 0.46 0.4992
6.3433 0.3295 0.0658
12.2911 0.227 0.6815
3.0764 0.60085 0.1782
10.3677 0.0888 0.2979
1.87 0.0841 0.56995
2.9826 0.1039 0.5681
3.0764 0.0822 0.4437
7.1307 0.3859 0.6478
10.2755 0.4629 0.6738
0.0 0.866 0.87855
8.8925 0.0305 0.4167
2.8822 0.0391 0.55775
5.6398 0.0646 0.0988
9.684 0.387 0.2948
6.4168 0.4253 0.68915
1.3747 0.1381 0.68705
6.9064 0.5474 0.73885
5.7 0.2223 0.7282
0.0 0.09355 0.73665
12.6423 0.04455 0.0711
1.0441 0.3718 0.3657
8.3488 0.5655 0.39065
13.6005 0.0825 0.38715
8.0408 0.0323 0.0874
6.8004 0.86 0.53765
6.9566 0.5509 0.383
8.6717 0.4036 0.4856
7.7122 0.7952 0.7211
7.2613 0.7632 0.4731
7.6022 0.1253 0.60975
9.4759 0.0476 0.78325
4.9667 0.0314 0.06195
10.0512 0.082 0.4549
0.0 0.3027 0.29365
5.5113 0.0206 0.7246
9.5727 0.5155 0.3985
5.7 0.1306 0.17735
8.2364 0.34565 0.43375
3.9882 0.0256 0.4264
8.5806 0.3613 0.5741
7.5743 0.2604 0.2891
6.4168 0.1304 0.1386
8.1473 0.3963 0.0559
6.3433 0.3493 0.5071
7.1578 0.47455 0.7482
5.1067 0.1263 0.55515
5.9925 0.3081 0.40115
8.279 0.52515 0.7827
9.7804 0.451 0.796
5.8668 0.7983 0.7175
5.8403 0.44115 0.4442
TCGA-VQ-A8PO TCGA-VQ-A8PO TCGA-VQ-A8PO
4.0378 0.5714 0.50185
0.0 0.3549 0.681
0.0 0.56365 0.39305
5.2387 0.5388 0.3336
7.7786 0.43135 0.52015
12.1015 0.4077 0.8517
0.4095 0.6645 0.7366
0.4095 0.486 0.4285
9.2965 0.5938 0.9125
11.3887 0.44615 0.8686
1.57 0.384 0.45465
0.4095 0.2413 0.4391
0.0 0.50035 0.4471
0.9888 0.4376 0.0571
8.1476 0.6091 0.4971
1.57 0.4804 0.9179
6.4263 0.435 0.8744
0.7281 0.43 0.5691
7.1543 0.49155 0.32795
9.6769 0.5181 0.4987
12.5306 0.349 0.75975
5.2512 0.5172 0.6278
2.6181 0.87275 0.4723
4.9783 0.4124 0.53755
5.0227 0.5888 0.5664
3.2024 0.38705 0.59315
6.0583 0.6023 0.50375
8.545 0.7954 0.81415
7.6095 0.0481 0.5089
1.2339 0.4787 0.5185
10.673 0.38 0.6737
0.7281 0.2689 0.8577
13.6504 0.38915 0.8253
0.0 0.5722 0.4387
1.2096 0.5879 0.6557
0.7281 0.65355 0.49275
0.4095 0.5514 0.2701
5.9087 0.4294 0.6141
2.6441 0.5185 0.51515
6.989 0.3041 0.4267
4.3245 0.4073 0.7371
2.5663 0.5017 0.7386
1.7213 0.717 0.4309
12.419 0.51205 0.81015
6.4097 0.6182 0.59885
0.0 0.8915 0.664
10.1231 0.465 0.86395
6.7012 0.5141 0.4669
10.8907 0.1522 0.4222
6.5064 0.53425 0.58325
3.15 0.4287 0.5902
1.9308 0.45465 0.5158
0.0 0.7185 0.64735
5.3589 0.3434 0.878
0.4095 0.58785 0.904
8.1509 0.3004 0.6977
7.404 0.55745 0.5075
15.4336 0.1604 0.6636
0.7281 0.5509 0.5076
0.0 0.5497 0.6039
2.3968 0.5118 0.5877
3.0957 0.546 0.485
4.371 0.4267 0.6934
1.4011 0.1034 0.4717
6.2816 0.5779 0.4937
0.0 0.4671 0.6065
8.058 0.3674 0.38
0.0 0.7884 0.5424
0.0 0.3651 0.2633
3.886 0.5656 0.57895
6.7894 0.49735 0.6032
4.8197 0.4744 0.7271
8.8105 0.5484 0.45065
1.4011 0.7139 0.476
7.607 0.5057 0.4974
0.0 0.7263 0.7515
11.3245 0.37465 0.609
5.008 0.1381 0.8816
1.7213 0.3851 0.5877
0.0 0.64515 0.4883
4.6414 0.50035 0.62395
1.4011 0.49805 0.5111
0.9888 0.4693 0.6687
11.6872 0.3127 0.51185
4.1752 0.3886 0.6574
9.9916 0.8414 0.50555
0.0 0.87785 0.5691
2.9804 0.6603 0.5404
2.0983 0.43395 0.3082
5.0227 0.8761 0.5911
7.1036 0.1749 0.4232
3.7865 0.3878 0.7583
6.3929 0.5907 0.6352
7.5997 0.5904 0.7214
2.304 0.6264 0.5917
0.7281 0.3997 0.8602
5.5326 0.54235 0.41395
6.6217 0.4972 0.4749
4.416 0.0217 0.4257
6.2067 0.10685 0.35515
6.0512 0.4098 0.4612
0.7281 0.5258 0.6323
2.3968 0.4884 0.4873
5.1212 0.8518 0.3668
1.9832 0.53305 0.5864
8.5538 0.7026 0.5335
8.0651 0.55835 0.58095
0.0 0.595 0.53185
6.4097 0.4815 0.6921
2.9191 0.5887 0.4078
1.57 0.35415 0.7012
7.2507 0.5385 0.8602
1.2096 0.1339 0.094
0.9888 0.5648 0.5286
6.7851 0.0472 0.4246
8.4067 0.02565 0.0422
11.1635 0.03255 0.0573
2.2048 0.26115 0.267
3.7865 0.4768 0.432
13.4788 0.49 0.4168
3.6798 0.5495 0.9685
5.563 0.5865 0.7282
8.3969 0.4313 0.45335
5.8276 0.37475 0.3901
16.6177 0.44645 0.8557
0.0 0.35005 0.644
1.57 0.9458 0.0594
6.5118 0.5524 0.7497
12.8913 0.42955 0.868
0.4095 0.4242 0.902
0.0 0.5848 0.9397
10.0791 0.02355 0.0192
7.5501 0.6017 0.8178
5.7767 0.4886 0.8474
10.8128 0.0359 0.5732
10.5242 0.3359 0.8533
12.1965 0.6243 0.4206
5.512 0.2405 0.1388
10.3237 0.66995 0.7424
8.4108 0.5794 0.6203
3.15 0.1181 0.44555
2.0983 0.51815 0.5457
0 0.3027 0.7022
0.0 0.4586 0.4136
12.0868 0.46645 0.3484
0.0 0.339 0.5187
8.0366 0.9191 0.494
10.3141 0.0198 0.4699
2.5663 0.6159 0.4481
2.4841 0.51595 0.2909
11.4406 0.3098 0.2959
4.3937 0.36975 0.7923
6.6973 0.6175 0.52285
1.57 0.3136 0.3028
4.5021 0.5813 0.6827
4.3824 0.41415 0.60835
11.6924 0.047 0.3861
1.4011 0.5523 0.4117
4.3937 0.0595 0.0403
5.3704 0.4965 0.0939
11.1385 0.0613 0.81
1.2096 0.65205 0.2157
8.663 0.5349 0.4647
0.4095 0.6257 0.82995
0.0 0.5947 0.5986
0.4095 0.6273 0.3034
0.7281 0.362 0.3514
5.1208 0.5648 0.54065
0.0 0.8637 0.8159
7.8644 0.43345 0.49905
2.5663 0.5347 0.5646
10.2096 0.06635 0.08505
7.1036 0.3186 0.214
7.5677 0.4855 0.7218
0.0 0.5997 0.57005
6.8316 0.382 0.65255
2.6441 0.36245 0.7309
0.0 0.5919 0.80475
13.0845 0.581 0.2205
0.0 0.56975 0.41535
0.0 0.4407 0.4311
10.1133 0.5305 0.6082
6.8645 0.46455 0.3898
8.4081 0.3214 0.39935
6.2321 0.56345 0.3225
3.4391 0.4853 0.7958
6.7722 0.8104 0.6794
1.9832 0.8531 0.3793
7.8606 0.19545 0.52905
7.972 0.5913 0.79405
3.0392 0.2992 0.07335
9.833 0.5458 0.4229
1.2096 0.4905 0.55705
5.3704 0.0232 0.8033
2.9804 0.4979 0.0657
5.6315 0.6935 0.2339
6.5014 0.08735 0.05025
0.0 0.5793 0.4067
8.1442 0.51505 0.5506
3.4391 0.5192 0.0932
9.4108 0.1157 0.19205
8.1223 0.1229 0.0912
3.8536 0.66285 0.4712
7.7414 0.6046 0.5356
2.7881 0.63175 0.81655
4.0087 0.58975 0.45495
8.8084 0.53825 0.9017
2.5663 0.5464 0.776
2.9191 0.78025 0.5889
0.0 0.2904 0.3439
TCGA-VQ-AA69 TCGA-VQ-AA69 TCGA-VQ-AA69
3.3444 0.7822 0.27825
0.0 0.82695 0.91245
0.0 0.57425 0.78235
1.6903 0.7492 0.2942
6.8954 0.7575 0.90905
9.0775 0.3454 0.89325
0.5801 0.7831 0.8982
0.0 0.7585 0.8322
9.3916 0.5418 0.7708
0.8011 0.9168 0.9174
0.0 0.8556 0.6662
0.319 0.8268 0.43315
1.7969 0.7041 0.905
1.1618 0.8979 0.6424
6.312 0.7892 0.7294
7.7619 0.5523 0.903
12.608 0.2138 0.9729
0.9927 0.7981 0.7775
5.7338 0.11675 0.0408
0.5801 0.729 0.76915
9.5045 0.2902 0.8767
0.319 0.7087 0.7725
1.9718 0.88805 0.6902
11.6214 0.4282 0.3176
1.989 0.79815 0.75125
0.8011 0.74165 0.6956
3.1569 0.7737 0.88835
9.8344 0.26575 0.3653
0.5801 0.0581 0.89655
1.5919 0.692 0.31845
5.6246 0.4793 0.7772
1.8962 0.6489 0.8779
1.989 0.6895 0.8847
0.0 0.7693 0.7148
0.0 0.7306 0.8396
0.0 0.784 0.6278
0.5801 0.46165 0.5388
1.7969 0.7635 0.8592
1.3132 0.7961 0.70305
0.319 0.8546 0.72735
0.8011 0.8843 0.9081
1.6903 0.6907 0.8924
2.4475 0.8485 0.942
4.5406 0.7836 0.908
5.2242 0.8108 0.63305
4.8685 0.8916 0.9154
6.1605 0.7249 0.9581
5.4036 0.7234 0.71335
0.319 0.5204 0.7058
4.3955 0.7396 0.89765
5.575 0.7316 0.8846
2.7948 0.7148 0.7215
0.319 0.8478 0.861
0.0 0.242 0.9277
0.0 0.75695 0.9334
8.8496 0.4845 0.8711
5.4036 0.81645 0.876
8.4743 0.0708 0.7974
3.1964 0.7427 0.7799
0.0 0.7713 0.8181
2.1586 0.6736 0.77585
2.0763 0.8043 0.6708
2.1586 0.7385 0.8473
0.0 0.8477 0.6435
4.8439 0.7603 0.68385
0.5801 0.7587 0.5621
4.5559 0.8445 0.833
0.0 0.8905 0.5356
2.3103 0.7123 0.1238
0.5801 0.7159 0.70565
5.0192 0.72475 0.6482
3.6869 0.6754 0.84695
6.8247 0.77205 0.27565
6.4076 0.5898 0.9363
5.3077 0.7382 0.554
0.0 0.89965 0.9022
0.319 0.15635 0.4723
0.0 0.7106 0.9134
1.6903 0.566 0.2062
0.0 0.5418 0.7023
3.1964 0.6789 0.84125
8.1691 0.1015 0.17455
8.012 0.795 0.84755
1.4502 0.6753 0.5485
2.7948 0.6687 0.8772
1.5752 0.9231 0.49345
10.2392 0.19115 0.87735
3.4462 0.826 0.5027
1.9209 0.8823 0.7619
0.8011 0.9148 0.3157
6.4326 0.8894 0.8795
1.5752 0.25235 0.8676
3.413 0.7752 0.5373
8.967 0.4781 0.5457
0.5801 0.79445 0.7164
1.1855 0.9022 0.9274
4.0086 0.77995 0.5923
2.8942 0.5112 0.7513
1.3132 0.7836 0.7779
3.9405 0.73815 0.6776
6.1555 0.637 0.672
0.0 0.709 0.7479
0.5801 0.8072 0.7958
2.3103 0.9263 0.698
0.0 0.73675 0.6689
2.1586 0.7274 0.5084
8.8946 0.1481 0.4458
0.8011 0.7996 0.71975
4.9858 0.7407 0.8502
1.1618 0.7714 0.3132
2.5728 0.66575 0.9827
0.0 0.4921 0.2251
0.0 0.67 0.8115
0.0 0.83725 0.7061
5.1756 0.71275 0.5866
6.9827 0.036 0.6227
11.1053 0.02025 0.6771
0.0 0.1528 0.1288
0.5801 0.6826 0.627
7.0623 0.3174 0.7905
5.3608 0.45185 0.9782
3.4785 0.828 0.5614
3.3791 0.8461 0.80655
1.6903 0.68975 0.8131
7.8527 0.821 0.9708
5.5781 0.6185 0.9231
0.0 0.9457 0.8103
3.7678 0.05325 0.9226
8.7319 0.2079 0.8274
0.0 0.703 0.9086
0.0 0.4978 0.9271
10.1304 0.02735 0.7321
6.8404 0.7018 0.8607
4.4938 0.6847 0.8986
1.989 0.4496 0.6301
0.8011 0.4301 0.8496
7.8481 0.9352 0.71255
2.9415 0.7882 0.7934
2.3805 0.65855 0.8108
7.397 0.7827 0.87135
4.3611 0.711 0.50395
4.6864 0.74775 0.855
0 0.1159 0.6623
0.0 0.3076 0.7682
0.0 0.93975 0.8046
0.0 0.2057 0.9198
3.9405 0.9296 0.1609
10.7334 0.5224 0.8443
6.0889 0.8362 0.8074
1.1618 0.52325 0.1655
10.3101 0.1847 0.6901
0.0 0.2506 0.9696
5.751 0.75 0.763
0.0 0.7105 0.6394
3.1569 0.7453 0.8489
1.5314 0.5957 0.8364
10.5488 0.0505 0.7461
0.319 0.8159 0.41645
1.1457 0.8374 0.7244
10.8383 0.0767 0.0741
10.6556 0.095 0.9328
0.5801 0.79695 0.1377
7.4853 0.6667 0.7711
1.8962 0.7956 0.94535
0.8011 0.7455 0.7875
0.8011 0.7552 0.3609
2.5115 0.1699 0.4938
5.5843 0.8026 0.80325
1.3132 0.9066 0.824
5.9281 0.78155 0.86415
1.4502 0.6451 0.76315
5.1151 0.4932 0.4007
7.7635 0.8289 0.0524
4.9745 0.77645 0.781
0.0 0.7895 0.71795
4.9516 0.7927 0.85065
12.8836 0.725 0.70175
0.5801 0.69095 0.908
12.9379 0.7684 0.5513
0.0 0.7496 0.44985
2.3103 0.9121 0.4575
7.231 0.7368 0.7898
6.257 0.06785 0.361
7.7453 0.1621 0.5
4.9971 0.73835 0.0939
0.9927 0.4708 0.7195
9.8677 0.696 0.0723
0.0 0.91265 0.85665
0.0 0.6326 0.7268
10.4122 0.5085 0.8973
1.6903 0.6952 0.74145
8.812 0.7832 0.7892
0.0 0.6909 0.4476
2.5115 0.7228 0.9061
6.1353 0.7033 0.3667
2.9415 0.9386 0.7292
4.1155 0.763 0.6348
0.9927 0.7928 0.216
5.9164 0.70505 0.7173
0.9927 0.761 0.081
0.0 0.6503 0.71795
5.9514 0.8687 0.0949
3.0316 0.87275 0.7429
5.9572 0.83105 0.7868
7.3496 0.03805 0.8366
7.1199 0.47015 0.323
5.1355 0.76365 0.9144
0.9927 0.7862 0.9027
1.8962 0.90675 0.8796
0.319 0.2216 0.7141
TCGA-BR-8683 TCGA-BR-8683 TCGA-BR-8683
5.316 0.0879 0.6929
5.5807 0.6658 0.8982
6.262 0.5173 0.71365
4.429 0.6693 0.5383
9.3089 0.06335 0.8886
11.0229 0.4875 0.72875
1.3812 0.0997 0.6133
0.0 0.1882 0.5452
9.4872 0.846 0.9511
13.8276 0.4952 0.835
3.4528 0.541 0.53895
1.5488 0.0965 0.69785
4.4503 0.5256 0.5869
7.0438 0.7003 0.11175
9.4988 0.1022 0.6224
1.699 0.7963 0.9386
10.4552 0.4471 0.7636
0.4016 0.57705 0.61045
5.8208 0.5326 0.37575
8.309 0.54215 0.5818
9.206 0.4177 0.79755
1.3812 0.5968 0.7271
2.5943 0.84035 0.8598
12.1132 0.4645 0.72375
7.9863 0.18195 0.74125
4.6844 0.1161 0.79145
8.9669 0.4717 0.8332
9.2538 0.82495 0.87085
6.7532 0.042 0.64735
2.6291 0.4342 0.6357
7.5591 0.5205 0.5883
4.1962 0.815 0.9243
13.9567 0.54365 0.87065
0.7154 0.5862 0.4657
4.0641 0.5024 0.87925
3.32 0.39715 0.56125
0.4016 0.7778 0.7539
4.3173 0.0692 0.8272
6.6874 0.1595 0.1921
8.9036 0.3686 0.8723
4.2213 0.5743 0.8431
1.1914 0.6726 0.7716
2.4577 0.8682 0.882
13.2775 0.61895 0.87615
9.352 0.1414 0.84455
4.8858 0.9353 0.9151
9.5923 0.56455 0.91755
7.3033 0.0507 0.7903
8.4494 0.0756 0.0797
7.9299 0.50355 0.67645
6.9608 0.4673 0.7854
3.32 0.41375 0.0362
8.3564 0.6383 0.8625
12.9376 0.3285 0.9501
1.3812 0.7934 0.9402
5.6834 0.6005 0.7643
8.5367 0.05295 0.6241
12.54 0.4013 0.7944
0.0 0.383 0.4132
2.6171 0.5633 0.6308
2.6907 0.488 0.6272
6.1813 0.4932 0.6668
5.1948 0.0707 0.58085
2.4577 0.2978 0.4691
7.1356 0.5693 0.3549
12.5655 0.423 0.8876
10.8816 0.4739 0.7453
0.973 0.9053 0.8484
5.2322 0.8723 0.7329
5.6283 0.2729 0.74945
8.9642 0.11505 0.8925
6.7097 0.0869 0.8595
8.3954 0.57675 0.55755
7.7974 0.7611 0.8326
8.9908 0.0368 0.8232
3.0673 0.8536 0.8947
10.3703 0.30405 0.7976
5.1169 0.2419 0.9405
9.666 0.46355 0.5955
1.1914 0.8821 0.0402
5.5215 0.05495 0.7542
10.8075 0.1118 0.3665
7.2311 0.29415 0.6501
8.9074 0.52705 0.76385
8.7962 0.5228 0.8343
9.3527 0.921 0.74055
5.2925 0.925 0.8582
5.417 0.4253 0.7033
6.0051 0.08475 0.3232
6.136 0.892 0.8087
6.5704 0.6675 0.8528
8.0419 0.506 0.8775
8.4226 0.5504 0.7559
8.0153 0.5755 0.7046
8.9237 0.0963 0.1428
6.5259 0.5416 0.8205
4.6105 0.54635 0.86955
9.6179 0.6605 0.5747
8.1518 0.02025 0.0834
6.0123 0.0641 0.282
9.3905 0.0517 0.7735
6.1877 0.5785 0.6452
3.6865 0.5156 0.6351
8.4361 0.372 0.1088
3.0673 0.10355 0.8072
6.651 0.7308 0.6421
9.2546 0.3 0.4254
0.973 0.6707 0.5725
8.2554 0.5157 0.6548
5.2807 0.07445 0.8138
6.2499 0.28085 0.8306
11.0041 0.7047 0.894
5.1433 0.0833 0.0779
9.2741 0.14955 0.479
8.3564 0.046 0.6651
8.1071 0.02605 0.036
11.2393 0.041 0.0667
0.0 0.4657 0.3392
5.1563 0.6247 0.66455
12.8998 0.44705 0.901
10.5614 0.7526 0.9787
7.2945 0.0672 0.951
7.8242 0.2636 0.06235
6.4538 0.66655 0.5469
13.7318 0.75805 0.9594
2.2784 0.46335 0.8942
1.699 0.9332 0.0958
8.8978 0.0885 0.9407
9.6308 0.74415 0.9031
8.0277 0.5968 0.8852
0.4016 0.8938 0.951
10.414 0.03175 0.0579
9.1574 0.5732 0.7187
2.4577 0.6907 0.8918
15.5657 0.0348 0.5891
9.7956 0.48415 0.8854
10.4144 0.9233 0.75105
7.1617 0.4599 0.1138
11.9952 0.85695 0.7893
10.0865 0.6201 0.77265
5.0763 0.4305 0.54555
5.6376 0.0596 0.8456
0 0.5459 0.3955
0.0 0.6891 0.9243
10.7463 0.54505 0.6881
0.0 0.5683 0.6328
2.8912 0.9422 0.4815
8.6344 0.4116 0.6979
0.0 0.8578 0.6329
7.2373 0.92935 0.4902
11.0269 0.4246 0.6256
0.4016 0.60665 0.741
8.4682 0.0291 0.63505
4.5525 0.1314 0.4809
6.5607 0.5832 0.7161
5.2807 0.08335 0.32815
12.1494 0.0653 0.317
10.4499 0.055 0.79915
5.829 0.047 0.0324
7.3607 0.16235 0.0719
11.1601 0.0731 0.6881
3.3656 0.8029 0.361
11.5513 0.0961 0.435
0.0 0.1295 0.93255
1.5488 0.2727 0.6877
4.3173 0.4786 0.589
5.3841 0.5163 0.5194
10.8744 0.6316 0.7485
6.389 0.9115 0.89595
9.4664 0.0595 0.77525
2.5396 0.0474 0.58755
13.1233 0.0482 0.5014
8.5504 0.4194 0.0406
8.2217 0.16265 0.7195
1.699 0.2097 0.362
7.2915 0.037 0.6788
4.9014 0.1776 0.91015
1.3812 0.33415 0.81875
11.8403 0.08065 0.0962
0.7154 0.5418 0.56365
3.0109 0.8589 0.5429
10.4784 0.1379 0.3949
8.08 0.03935 0.0587
7.3437 0.5918 0.5707
7.5726 0.57725 0.8912
7.5206 0.7319 0.7703
8.509 0.8223 0.7261
1.3812 0.88195 0.42415
11.5694 0.09475 0.5972
